State,StateName,Region,FIPS,ColonyCount,TotalProduction,YieldPerColony,PricePerLB,ProductionValue,Stocks,YearRecorded,Clothianidin,Imidacloprid,Thiamethoxam,Acetamiprid,Thiacloprid,CombinedNeonic,ColonyGrowth,GrowthOutcome
ID,Idaho,West,16,125000.0,6000000.0,48,0.69,4140000.0,1020000.0,1995,0.0,182.1,0.0,0.0,0.0,182.1,-1.57480315,0
ID,Idaho,West,16,110000.0,4950000.0,45,0.88,4356000.0,1535000.0,1996,0.0,1107.7,0.0,0.0,0.0,1107.7,-12.0,0
ID,Idaho,West,16,120000.0,7680000.0,64,0.72,5530000.0,2304000.0,1997,0.0,2210.1,0.0,0.0,0.0,2210.1,9.090909091,1
ID,Idaho,West,16,120000.0,6000000.0,50,0.65,3900000.0,2220000.0,1998,0.0,2116.3,0.0,0.0,0.0,2116.3,0.0,0
ID,Idaho,West,16,120000.0,5760000.0,48,0.59,3398000.0,3110000.0,1999,0.0,906.8,0.0,0.0,0.0,906.8,0.0,0
ID,Idaho,West,16,100000.0,4700000.0,47,0.52,2444000.0,2679000.0,2000,0.0,4524.8,0.0,0.0,0.0,4524.8,-16.66666667,0
ID,Idaho,West,16,100000.0,4600000.0,46,0.67,3082000.0,1610000.0,2001,0.0,2620.4,145.1,0.0,0.0,2765.5,0.0,0
ID,Idaho,West,16,100000.0,5700000.0,57,1.37,7809000.0,1653000.0,2002,0.0,2132.6,1352.3,4.5,0.0,3489.4,0.0,0
ID,Idaho,West,16,100000.0,4600000.0,46,1.33,6118000.0,1380000.0,2003,0.0,3601.3,575.4,27.1,0.0,4203.8,0.0,0
ID,Idaho,West,16,100000.0,6300000.0,63,1.02,6426000.0,2520000.0,2004,0.3,3398.2,973.4,133.9,60.7,4566.5,0.0,0
ID,Idaho,West,16,95000.0,3515000.0,37,0.8,2812000.0,1793000.0,2005,99.1,3750.9,1607.9,117.0,23.0,5597.9,-5.0,0
ID,Idaho,West,16,95000.0,4180000.0,44,0.97,4055000.0,2592000.0,2006,1186.8,5475.7,1106.5,157.1,2.8,7928.9,0.0,0
ID,Idaho,West,16,92000.0,3772000.0,41,1.15,4338000.0,1848000.0,2007,60.6,9556.5,1220.5,67.5,18.6,10923.7,-3.157894737,0
ID,Idaho,West,16,90000.0,3600000.0,40,1.46,5256000.0,1440000.0,2008,470.2,15855.1,1813.0,76.1,15.6,18230.0,-2.173913043,0
ID,Idaho,West,16,103000.0,4738000.0,46,1.52,7202000.0,1706000.0,2009,2353.4,22734.0,3717.1,61.7,19.3,28885.5,14.44444444,1
ID,Idaho,West,16,97000.0,2619000.0,27,1.61,4217000.0,1179000.0,2010,4288.3,19051.4,6740.8,143.4,36.7,30260.6,-5.825242717999999,0
ID,Idaho,West,16,87000.0,3132000.0,36,1.78,5575000.0,1879000.0,2011,1157.6,25864.1,4727.0,108.7,27.6,31885.0,-10.30927835,0
ID,Idaho,West,16,92000.0,2944000.0,32,1.63,4799000.0,530000.0,2012,3325.7,34000.0,5972.2,87.5,4.9,43390.3,5.747126437,1
ID,Idaho,West,16,83000.0,2656000.0,32,2.02,5365000.0,1036000.0,2013,4217.4,27564.6,7735.4,44.4,19.4,39581.2,-9.782608696,0
ID,Idaho,West,16,100000.0,3400000.0,34,2.03,6902000.0,850000.0,2014,6741.1,30798.5,5683.5,40.1,31.2,43294.4,20.48192771,1
ID,Idaho,West,16,89000.0,2848000.0,32,1.93,5497000.0,1082000.0,2015,0.3,20995.8,178.2,53.3,3.2,21230.8,-11.0,0
ID,Idaho,West,16,97000.0,3298000.0,34,1.82,6002000.0,1253000.0,2016,1.1,16642.4,2278.5,115.6,0.0,19037.6,8.988764045,1
IL,Illinois,Midwest,17,11000.0,814000.0,74,1.13,920000.0,212000.0,1995,0.0,50.0,0.0,0.0,0.0,50.0,-15.38461538,0
IL,Illinois,Midwest,17,11000.0,814000.0,74,1.35,1099000.0,285000.0,1996,0.0,69.8,0.0,0.0,0.0,69.8,0.0,0
IL,Illinois,Midwest,17,7000.0,483000.0,69,1.27,613000.0,222000.0,1997,0.0,143.2,0.0,0.0,0.0,143.2,-36.36363636,0
IL,Illinois,Midwest,17,9000.0,639000.0,71,1.19,760000.0,204000.0,1998,0.0,200.9,0.0,0.0,0.0,200.9,28.57142857,1
IL,Illinois,Midwest,17,9000.0,594000.0,66,1.15,683000.0,327000.0,1999,0.0,231.0,0.0,0.0,0.0,231.0,0.0,0
IL,Illinois,Midwest,17,8000.0,488000.0,61,1.17,571000.0,146000.0,2000,0.0,416.4,0.0,0.0,0.0,416.4,-11.11111111,0
IL,Illinois,Midwest,17,6000.0,456000.0,76,1.58,720000.0,251000.0,2001,0.0,650.8,0.0,0.0,0.0,650.8,-25.0,0
IL,Illinois,Midwest,17,9000.0,720000.0,80,1.47,1058000.0,130000.0,2002,0.0,293.7,15.7,0.0,0.0,309.4,50.0,1
IL,Illinois,Midwest,17,7000.0,420000.0,60,1.83,769000.0,252000.0,2003,0.0,790.6,21.7,46.3,0.0,858.6,-22.22222222,0
IL,Illinois,Midwest,17,7000.0,385000.0,55,1.86,716000.0,193000.0,2004,38467.5,7921.4,2068.2,456.9,110.5,49024.5,0.0,0
IL,Illinois,Midwest,17,8000.0,680000.0,85,1.84,1251000.0,408000.0,2005,47239.0,7969.5,4114.8,74.2,0.0,59397.5,14.28571429,1
IL,Illinois,Midwest,17,10000.0,660000.0,66,2.14,1412000.0,356000.0,2006,39370.0,2538.7,8750.8,74.9,64.3,50798.7,25.0,1
IL,Illinois,Midwest,17,9000.0,567000.0,63,2.49,1412000.0,374000.0,2007,59760.1,6555.4,14219.0,73.1,0.0,80607.6,-10.0,0
IL,Illinois,Midwest,17,8000.0,448000.0,56,2.59,1160000.0,116000.0,2008,83463.1,10470.0,17551.8,24.9,0.0,111509.8,-11.11111111,0
IL,Illinois,Midwest,17,8000.0,272000.0,34,2.55,694000.0,57000.0,2009,87037.3,8471.3,33399.8,123.2,0.0,129031.6,0.0,0
IL,Illinois,Midwest,17,9000.0,369000.0,41,2.78,1026000.0,92000.0,2010,78975.3,74302.9,34804.7,24.5,0.0,188107.4,12.5,1
IL,Illinois,Midwest,17,7000.0,350000.0,50,3.9,1365000.0,98000.0,2011,130241.7,66760.4,30175.8,98.2,0.0,227276.1,-22.22222222,0
IL,Illinois,Midwest,17,7000.0,427000.0,61,3.55,1516000.0,145000.0,2012,212756.9,58895.9,38048.5,152.7,0.0,309854.0,0.0,0
IL,Illinois,Midwest,17,7000.0,336000.0,48,4.19,1408000.0,101000.0,2013,222432.9,79582.5,31131.3,178.9,0.0,333325.6,0.0,0
IL,Illinois,Midwest,17,8000.0,392000.0,49,4.11,1611000.0,94000.0,2014,278498.8,85852.3,38568.4,92.1,0.0,403011.6,14.28571429,1
IL,Illinois,Midwest,17,8000.0,408000.0,51,4.66,1901000.0,155000.0,2015,17.1,6849.6,15849.1,80.9,0.0,22796.7,0.0,0
IL,Illinois,Midwest,17,10000.0,480000.0,48,5.42,2602000.0,77000.0,2016,2.5,8139.3,2710.1,0.0,0.0,10851.9,25.0,1
IN,Indiana,Midwest,18,12000.0,756000.0,63,0.72,544000.0,166000.0,1995,0.0,81.3,0.0,0.0,0.0,81.3,-7.692307692000001,0
IN,Indiana,Midwest,18,9000.0,675000.0,75,1.03,695000.0,412000.0,1996,0.0,617.8,0.0,0.0,0.0,617.8,-25.0,0
IN,Indiana,Midwest,18,8000.0,568000.0,71,1.13,642000.0,352000.0,1997,0.0,414.7,0.0,0.0,0.0,414.7,-11.11111111,0
IN,Indiana,Midwest,18,9000.0,828000.0,92,0.85,704000.0,489000.0,1998,0.0,93.1,0.0,0.0,0.0,93.1,12.5,1
IN,Indiana,Midwest,18,10000.0,810000.0,81,0.9,729000.0,437000.0,1999,0.0,458.3,0.0,0.0,0.0,458.3,11.11111111,1
IN,Indiana,Midwest,18,8000.0,520000.0,65,1.03,536000.0,286000.0,2000,0.0,228.9,0.0,0.0,0.0,228.9,-20.0,0
IN,Indiana,Midwest,18,7000.0,532000.0,76,0.92,489000.0,186000.0,2001,0.0,393.3,0.0,0.0,0.0,393.3,-12.5,0
IN,Indiana,Midwest,18,8000.0,496000.0,62,1.19,590000.0,233000.0,2002,0.0,255.7,30.2,0.0,0.0,285.9,14.28571429,1
IN,Indiana,Midwest,18,5000.0,280000.0,56,1.66,465000.0,78000.0,2003,0.0,441.8,69.0,65.5,0.0,576.3,-37.5,0
IN,Indiana,Midwest,18,7000.0,413000.0,59,1.47,607000.0,145000.0,2004,18854.2,3633.8,2092.6,66.7,83.6,24730.9,40.0,1
IN,Indiana,Midwest,18,8000.0,512000.0,64,1.18,604000.0,189000.0,2005,39014.6,2692.9,6777.0,41.7,24.5,48550.7,14.28571429,1
IN,Indiana,Midwest,18,7000.0,378000.0,54,1.58,597000.0,125000.0,2006,28214.9,4295.6,10034.6,32.6,53.1,42630.8,-12.5,0
IN,Indiana,Midwest,18,8000.0,424000.0,53,1.5,636000.0,119000.0,2007,45215.8,7096.6,10117.2,40.6,10.2,62480.4,14.28571429,1
IN,Indiana,Midwest,18,7000.0,469000.0,67,1.68,788000.0,150000.0,2008,37050.8,2742.7,10810.1,20.2,18.6,50642.4,-12.5,0
IN,Indiana,Midwest,18,9000.0,288000.0,32,2.02,582000.0,101000.0,2009,37115.0,13889.8,15124.8,76.8,19.8,66226.2,28.57142857,1
IN,Indiana,Midwest,18,10000.0,430000.0,43,2.23,959000.0,151000.0,2010,38671.5,50011.9,16785.9,30.8,13.7,105513.8,11.11111111,1
IN,Indiana,Midwest,18,8000.0,408000.0,51,2.14,873000.0,147000.0,2011,56387.8,53736.8,15199.8,45.6,4.3,125374.3,-20.0,0
IN,Indiana,Midwest,18,8000.0,472000.0,59,2.54,1199000.0,203000.0,2012,108503.1,52850.4,19470.2,28.2,1.7,180853.6,0.0,0
IN,Indiana,Midwest,18,6000.0,282000.0,47,2.77,781000.0,82000.0,2013,123068.8,37155.9,23874.4,27.6,0.0,184126.7,-25.0,0
IN,Indiana,Midwest,18,5000.0,310000.0,62,3.19,989000.0,115000.0,2014,149287.3,66659.6,18844.2,56.8,0.4,234848.3,-16.66666667,0
IN,Indiana,Midwest,18,6000.0,318000.0,53,3.23,1027000.0,165000.0,2015,7.1,2418.8,1287.9,38.3,0.0,3752.1,20.0,1
IN,Indiana,Midwest,18,7000.0,434000.0,62,3.46,1502000.0,208000.0,2016,6.4,1768.4,937.9,35.3,0.0,2748.0,16.66666667,1
KS,Kansas,Midwest,20,17000.0,1139000.0,67,0.89,1014000.0,182000.0,1995,0.0,24.4,0.0,0.0,0.0,24.4,-10.52631579,0
KS,Kansas,Midwest,20,16000.0,816000.0,51,0.94,767000.0,294000.0,1996,0.0,7.6,0.0,0.0,0.0,7.6,-5.882352941000001,0
KS,Kansas,Midwest,20,17000.0,1207000.0,71,0.81,978000.0,688000.0,1997,0.0,156.7,0.0,0.0,0.0,156.7,6.25,1
KS,Kansas,Midwest,20,16000.0,736000.0,46,0.87,640000.0,390000.0,1998,0.0,20.1,0.0,0.0,0.0,20.1,-5.882352941000001,0
KS,Kansas,Midwest,20,13000.0,871000.0,67,1.11,967000.0,854000.0,1999,0.0,22.6,0.0,0.0,0.0,22.6,-18.75,0
KS,Kansas,Midwest,20,15000.0,1020000.0,68,0.91,928000.0,520000.0,2000,0.0,28.7,0.0,0.0,0.0,28.7,15.38461538,1
KS,Kansas,Midwest,20,13000.0,663000.0,51,0.96,636000.0,530000.0,2001,0.0,46.9,0.0,0.0,0.0,46.9,-13.33333333,0
KS,Kansas,Midwest,20,17000.0,884000.0,52,1.5,1326000.0,407000.0,2002,0.0,10.2,98.1,0.0,0.0,108.3,30.76923077,1
KS,Kansas,Midwest,20,16000.0,912000.0,57,1.41,1286000.0,447000.0,2003,0.0,23.7,81.7,16.2,0.0,121.6,-5.882352941000001,0
KS,Kansas,Midwest,20,14000.0,1120000.0,80,1.18,1322000.0,683000.0,2004,7479.3,10636.1,3575.9,20.2,0.0,21711.5,-12.5,0
KS,Kansas,Midwest,20,16000.0,800000.0,50,1.05,840000.0,328000.0,2005,10489.0,3142.6,5469.7,0.0,0.0,19101.3,14.28571429,1
KS,Kansas,Midwest,20,14000.0,770000.0,55,1.17,901000.0,246000.0,2006,12961.0,3964.6,9406.4,0.0,0.0,26332.0,-12.5,0
KS,Kansas,Midwest,20,14000.0,560000.0,40,1.18,661000.0,196000.0,2007,20029.0,1155.9,6636.6,0.0,235.3,28056.8,0.0,0
KS,Kansas,Midwest,20,10000.0,610000.0,61,1.55,946000.0,128000.0,2008,18574.2,6267.3,11798.4,0.0,0.0,36639.9,-28.57142857,0
KS,Kansas,Midwest,20,9000.0,567000.0,63,1.85,1049000.0,164000.0,2009,24430.8,8915.2,26354.2,0.0,0.0,59700.2,-10.0,0
KS,Kansas,Midwest,20,9000.0,468000.0,52,2.02,945000.0,103000.0,2010,15132.8,22264.7,17974.1,0.0,0.0,55371.6,0.0,0
KS,Kansas,Midwest,20,7000.0,308000.0,44,2.15,662000.0,117000.0,2011,29542.7,19711.5,24384.9,0.0,0.0,73639.1,-22.22222222,0
KS,Kansas,Midwest,20,6000.0,330000.0,55,2.28,752000.0,125000.0,2012,48739.6,37132.2,29558.4,0.0,0.0,115430.2,-14.28571429,0
KS,Kansas,Midwest,20,6000.0,276000.0,46,2.5,690000.0,39000.0,2013,71506.6,29835.0,29067.0,0.0,0.0,130408.6,0.0,0
KS,Kansas,Midwest,20,7000.0,525000.0,75,2.38,1250000.0,84000.0,2014,67757.5,46814.4,31315.3,0.3,0.0,145887.5,16.66666667,1
KS,Kansas,Midwest,20,8000.0,288000.0,36,3.5,1008000.0,107000.0,2015,0.0,2238.9,2230.0,0.2,0.0,4469.1,14.28571429,1
KS,Kansas,Midwest,20,7000.0,336000.0,48,3.04,1021000.0,54000.0,2016,0.0,2221.5,2408.3,0.0,0.0,4629.8,-12.5,0
KY,Kentucky,South,21,3000.0,132000.0,44,1.02,135000.0,30000.0,1995,0.0,78.8,0.0,0.0,0.0,78.8,0.0,0
KY,Kentucky,South,21,3000.0,180000.0,60,1.28,230000.0,23000.0,1996,0.0,34.5,0.0,0.0,0.0,34.5,0.0,0
KY,Kentucky,South,21,3000.0,180000.0,60,1.48,266000.0,54000.0,1997,0.0,1370.3,0.0,0.0,0.0,1370.3,0.0,0
KY,Kentucky,South,21,3000.0,150000.0,50,1.4,210000.0,51000.0,1998,0.0,3317.9,0.0,0.0,0.0,3317.9,0.0,0
KY,Kentucky,South,21,3000.0,150000.0,50,1.24,186000.0,12000.0,1999,0.0,4566.6,0.0,0.0,0.0,4566.6,0.0,0
KY,Kentucky,South,21,4000.0,192000.0,48,1.35,259000.0,54000.0,2000,0.0,3284.7,0.0,0.0,0.0,3284.7,33.33333333,1
KY,Kentucky,South,21,4000.0,312000.0,78,1.41,440000.0,125000.0,2001,0.0,2705.4,0.0,0.0,0.0,2705.4,0.0,0
KY,Kentucky,South,21,5000.0,270000.0,54,1.63,440000.0,78000.0,2002,0.0,2862.4,137.7,0.0,0.0,3000.1,25.0,1
KY,Kentucky,South,21,5000.0,240000.0,48,1.67,401000.0,14000.0,2003,0.0,2013.9,312.9,3.6,0.0,2330.4,0.0,0
KY,Kentucky,South,21,5000.0,280000.0,56,1.96,549000.0,34000.0,2004,1655.6,3462.8,348.6,54.6,1.9,5523.5,0.0,0
KY,Kentucky,South,21,5000.0,250000.0,50,2.08,520000.0,40000.0,2005,1915.3,1821.1,428.5,28.4,0.0,4193.3,0.0,0
KY,Kentucky,South,21,5000.0,280000.0,56,2.19,613000.0,70000.0,2006,3652.4,4672.3,1422.8,60.9,1.1,9809.5,0.0,0
KY,Kentucky,South,21,4000.0,244000.0,61,2.12,517000.0,54000.0,2007,9675.1,2649.4,1569.6,30.7,0.0,13924.8,-20.0,0
KY,Kentucky,South,21,4000.0,156000.0,39,2.44,381000.0,27000.0,2008,5241.4,5605.5,2053.5,36.4,0.0,12936.8,0.0,0
KY,Kentucky,South,21,5000.0,175000.0,35,2.71,474000.0,25000.0,2009,8067.6,5332.7,3797.5,42.7,0.0,17240.5,25.0,1
KY,Kentucky,South,21,5000.0,335000.0,67,2.72,911000.0,67000.0,2010,8732.8,16406.8,3748.7,21.6,0.0,28909.9,0.0,0
KY,Kentucky,South,21,4000.0,156000.0,39,3.17,495000.0,12000.0,2011,7982.0,16392.4,11304.4,32.7,0.0,35711.5,-20.0,0
KY,Kentucky,South,21,5000.0,255000.0,51,3.15,803000.0,41000.0,2012,19734.3,13952.5,6714.5,18.6,0.0,40419.9,25.0,1
KY,Kentucky,South,21,3000.0,123000.0,41,3.25,400000.0,17000.0,2013,32857.7,14255.7,4577.4,27.2,0.0,51718.0,-40.0,0
KY,Kentucky,South,21,5000.0,235000.0,47,3.96,931000.0,56000.0,2014,36534.5,30765.2,8474.1,45.4,0.0,75819.2,66.66666667,1
KY,Kentucky,South,21,5000.0,230000.0,46,4.04,929000.0,55000.0,2015,2.5,3918.7,582.5,58.5,0.0,4562.2,0.0,0
KY,Kentucky,South,21,5000.0,230000.0,46,4.02,925000.0,48000.0,2016,8.4,4470.0,339.8,27.3,0.0,4845.5,0.0,0
LA,Louisiana,South,22,33000.0,3927000.0,119,0.63,2474000.0,275000.0,1995,0.0,945.9,0.0,0.0,0.0,945.9,-5.714285714,0
LA,Louisiana,South,22,37000.0,3922000.0,106,0.83,3255000.0,784000.0,1996,0.0,1406.4,0.0,0.0,0.0,1406.4,12.12121212,1
LA,Louisiana,South,22,44000.0,5060000.0,115,0.7,3542000.0,759000.0,1997,0.0,493.8,0.0,0.0,0.0,493.8,18.91891892,1
LA,Louisiana,South,22,41000.0,4551000.0,111,0.59,2685000.0,865000.0,1998,0.0,433.8,0.0,0.0,0.0,433.8,-6.818181817999999,0
LA,Louisiana,South,22,48000.0,5472000.0,114,0.49,2681000.0,821000.0,1999,0.0,628.4,0.0,0.0,0.0,628.4,17.07317073,1
LA,Louisiana,South,22,43000.0,4042000.0,94,0.52,2102000.0,1334000.0,2000,0.0,2964.7,0.0,0.0,0.0,2964.7,-10.41666667,0
LA,Louisiana,South,22,45000.0,4770000.0,106,0.6,2862000.0,572000.0,2001,0.0,2804.1,460.1,0.0,0.0,3264.2,4.651162791,1
LA,Louisiana,South,22,35000.0,4340000.0,124,1.16,5034000.0,347000.0,2002,0.0,1309.1,221.2,75.5,0.0,1605.8,-22.22222222,0
LA,Louisiana,South,22,34000.0,3060000.0,90,1.24,3794000.0,275000.0,2003,0.0,1251.1,1297.8,25.5,0.0,2574.4,-2.857142857,0
LA,Louisiana,South,22,35000.0,3430000.0,98,0.79,2710000.0,240000.0,2004,136.6,5336.1,7054.0,490.4,0.0,13017.1,2.9411764710000003,1
LA,Louisiana,South,22,35000.0,3395000.0,97,0.72,2444000.0,611000.0,2005,560.3,3257.3,5588.3,91.5,0.0,9497.4,0.0,0
LA,Louisiana,South,22,30000.0,2700000.0,90,0.9,2430000.0,675000.0,2006,1909.5,4995.6,13520.1,356.3,0.0,20781.5,-14.28571429,0
LA,Louisiana,South,22,29000.0,2581000.0,89,1.08,2787000.0,413000.0,2007,730.1,3945.3,9864.2,759.7,0.0,15299.3,-3.333333333,0
LA,Louisiana,South,22,40000.0,3080000.0,77,1.36,4189000.0,493000.0,2008,1058.4,10848.2,14375.5,451.6,0.0,26733.7,37.93103448,1
LA,Louisiana,South,22,37000.0,3811000.0,103,1.36,5183000.0,610000.0,2009,4220.8,4983.4,14607.0,384.2,0.0,24195.4,-7.5,0
LA,Louisiana,South,22,36000.0,2880000.0,80,1.5,4320000.0,288000.0,2010,3808.5,18262.6,6468.3,107.2,0.0,28646.6,-2.702702703,0
LA,Louisiana,South,22,36000.0,2772000.0,77,1.67,4629000.0,471000.0,2011,4850.7,20744.8,19026.7,2129.5,0.0,46751.7,0.0,0
LA,Louisiana,South,22,41000.0,3526000.0,86,1.83,6453000.0,141000.0,2012,6514.1,18133.3,20919.4,0.1,0.0,45566.9,13.88888889,1
LA,Louisiana,South,22,50000.0,4900000.0,98,1.89,9261000.0,490000.0,2013,5418.9,15364.7,16757.5,11.0,0.0,37552.1,21.95121951,1
LA,Louisiana,South,22,48000.0,4032000.0,84,2.18,8790000.0,524000.0,2014,4006.1,20872.0,24656.1,543.1,0.0,50077.3,-4.0,0
LA,Louisiana,South,22,44000.0,4356000.0,99,1.95,8494000.0,348000.0,2015,0.0,7778.9,4740.4,593.0,0.0,13112.3,-8.333333332999999,0
LA,Louisiana,South,22,50000.0,4300000.0,86,1.94,8342000.0,301000.0,2016,0.0,10335.2,5216.2,282.6,0.0,15834.0,13.63636364,1
MD,Maryland,South,24,7000.0,245000.0,35,1.03,252000.0,81000.0,1995,0.0,361.9,0.0,0.0,0.0,361.9,0.0,0
MD,Maryland,South,24,7000.0,224000.0,32,1.21,271000.0,40000.0,1996,0.0,864.0,0.0,0.0,0.0,864.0,0.0,0
MD,Maryland,South,24,6000.0,240000.0,40,1.59,382000.0,65000.0,1997,0.0,475.1,0.0,0.0,0.0,475.1,-14.28571429,0
MD,Maryland,South,24,7000.0,308000.0,44,1.1,339000.0,92000.0,1998,0.0,474.7,0.0,0.0,0.0,474.7,16.66666667,1
MD,Maryland,South,24,6000.0,276000.0,46,1.64,453000.0,50000.0,1999,0.0,313.0,0.0,0.0,0.0,313.0,-14.28571429,0
MD,Maryland,South,24,6000.0,276000.0,46,1.14,315000.0,52000.0,2000,0.0,318.2,0.0,0.0,0.0,318.2,0.0,0
MD,Maryland,South,24,4000.0,184000.0,46,1.6,294000.0,55000.0,2001,0.0,339.5,0.0,0.0,0.0,339.5,-33.33333333,0
MD,Maryland,South,24,3000.0,138000.0,46,1.96,270000.0,21000.0,2002,0.0,541.2,21.3,0.0,0.0,562.5,-25.0,0
MD,Maryland,South,24,2000.0,84000.0,42,1.93,162000.0,21000.0,2003,0.0,213.7,53.0,1.3,0.0,268.0,-33.33333333,0
ME,Maine,Northeast,23,11000.0,495000.0,45,0.97,480000.0,223000.0,1995,0.0,2092.3,0.0,0.0,0.0,2092.3,37.5,1
ME,Maine,Northeast,23,9000.0,207000.0,23,1.06,219000.0,21000.0,1996,0.0,3235.5,0.0,0.0,0.0,3235.5,-18.18181818,0
ME,Maine,Northeast,23,8000.0,152000.0,19,0.7,106000.0,9000.0,1997,0.0,2408.3,0.0,0.0,0.0,2408.3,-11.11111111,0
ME,Maine,Northeast,23,10000.0,260000.0,26,0.69,179000.0,117000.0,1998,0.0,2915.3,0.0,0.0,0.0,2915.3,25.0,1
ME,Maine,Northeast,23,14000.0,308000.0,22,0.83,256000.0,89000.0,1999,0.0,4802.6,0.0,0.0,0.0,4802.6,40.0,1
ME,Maine,Northeast,23,11000.0,231000.0,21,0.75,173000.0,143000.0,2000,0.0,4299.4,0.0,0.0,0.0,4299.4,-21.42857143,0
ME,Maine,Northeast,23,11000.0,220000.0,20,0.79,174000.0,106000.0,2001,0.0,3353.3,0.0,0.0,0.0,3353.3,0.0,0
ME,Maine,Northeast,23,11000.0,451000.0,41,1.21,546000.0,266000.0,2002,0.0,4659.4,301.6,0.0,0.0,4961.0,0.0,0
ME,Maine,Northeast,23,8000.0,264000.0,33,1.41,372000.0,145000.0,2003,0.0,4134.9,1127.9,0.0,0.0,5262.8,-27.27272727,0
ME,Maine,Northeast,23,7000.0,217000.0,31,1.28,278000.0,37000.0,2004,0.0,5041.3,160.8,0.0,0.0,5202.1,-12.5,0
ME,Maine,Northeast,23,8000.0,208000.0,26,1.66,345000.0,193000.0,2005,0.0,2748.5,358.2,0.0,0.0,3106.7,14.28571429,1
ME,Maine,Northeast,23,11000.0,253000.0,23,1.6,405000.0,86000.0,2006,0.0,2595.2,347.8,142.7,0.0,3085.7,37.5,1
ME,Maine,Northeast,23,9000.0,234000.0,26,1.32,309000.0,59000.0,2007,0.0,2030.4,23.5,189.7,0.0,2243.6,-18.18181818,0
ME,Maine,Northeast,23,7000.0,294000.0,42,1.57,462000.0,79000.0,2008,3.3,3620.6,204.8,2764.8,0.0,6593.5,-22.22222222,0
ME,Maine,Northeast,23,6000.0,300000.0,50,1.95,585000.0,51000.0,2009,186.3,3936.2,885.6,10.3,0.0,5018.4,-14.28571429,0
ME,Maine,Northeast,23,5000.0,205000.0,41,2.05,420000.0,33000.0,2010,140.3,2738.7,1302.1,395.4,0.0,4576.5,-16.66666667,0
ME,Maine,Northeast,23,4000.0,120000.0,30,1.98,238000.0,17000.0,2011,372.6,3005.5,1208.6,559.6,0.0,5146.3,-20.0,0
ME,Maine,Northeast,23,4000.0,136000.0,34,2.39,325000.0,24000.0,2012,197.3,1910.0,1667.6,0.0,0.0,3774.9,0.0,0
ME,Maine,Northeast,23,7000.0,301000.0,43,3.14,945000.0,27000.0,2013,100.1,1808.0,1935.0,0.0,0.0,3843.1,75.0,1
ME,Maine,Northeast,23,8000.0,376000.0,47,4.99,1876000.0,41000.0,2014,9.7,3198.1,1715.3,228.3,0.0,5151.4,14.28571429,1
ME,Maine,Northeast,23,10000.0,470000.0,47,5.43,2552000.0,47000.0,2015,12.8,1774.8,320.9,0.0,0.0,2108.5,25.0,1
ME,Maine,Northeast,23,12000.0,408000.0,34,3.38,1379000.0,65000.0,2016,85.8,1834.7,600.0,0.0,0.0,2520.5,20.0,1
MI,Michigan,Midwest,26,97000.0,8924000.0,92,0.78,6961000.0,3570000.0,1995,0.0,1710.1,0.0,0.0,0.0,1710.1,7.777777778,1
MI,Michigan,Midwest,26,90000.0,8640000.0,96,1.01,8726000.0,4320000.0,1996,0.0,6142.1,0.0,0.0,0.0,6142.1,-7.216494845,0
MI,Michigan,Midwest,26,85000.0,5950000.0,70,0.77,4582000.0,3273000.0,1997,0.0,3732.4,0.0,0.0,0.0,3732.4,-5.555555556,0
MI,Michigan,Midwest,26,80000.0,6800000.0,85,0.66,4488000.0,3672000.0,1998,0.0,5238.3,0.0,0.0,0.0,5238.3,-5.882352941000001,0
MI,Michigan,Midwest,26,73000.0,6205000.0,85,0.66,4095000.0,3475000.0,1999,0.0,3453.0,0.0,0.0,0.0,3453.0,-8.75,0
MI,Michigan,Midwest,26,72000.0,5400000.0,75,0.6,3240000.0,2970000.0,2000,0.0,5003.6,0.0,0.0,0.0,5003.6,-1.369863014,0
MI,Michigan,Midwest,26,76000.0,4560000.0,60,0.81,3694000.0,2827000.0,2001,0.0,4091.4,24.8,0.0,0.0,4116.2,5.555555556,1
MI,Michigan,Midwest,26,72000.0,5544000.0,77,1.4,7762000.0,1885000.0,2002,0.0,2973.7,762.0,0.0,0.0,3735.7,-5.263157895,0
MI,Michigan,Midwest,26,65000.0,4810000.0,74,1.41,6782000.0,1732000.0,2003,0.0,3450.4,907.7,341.2,0.0,4699.3,-9.722222222000001,0
MI,Michigan,Midwest,26,65000.0,4355000.0,67,1.16,5052000.0,2439000.0,2004,3321.5,5746.3,905.0,260.5,1723.5,11956.8,0.0,0
MI,Michigan,Midwest,26,65000.0,4420000.0,68,0.94,4155000.0,2519000.0,2005,6813.3,4993.1,2465.4,727.7,1792.1,16791.6,0.0,0
MI,Michigan,Midwest,26,72000.0,3960000.0,55,1.15,4554000.0,2099000.0,2006,8632.8,6425.4,5611.0,373.0,1250.8,22293.0,10.76923077,1
MI,Michigan,Midwest,26,72000.0,4608000.0,64,1.19,5484000.0,2350000.0,2007,14722.5,3854.9,8348.9,553.7,1853.0,29333.0,0.0,0
MI,Michigan,Midwest,26,71000.0,5183000.0,73,1.44,7464000.0,2021000.0,2008,17502.5,4558.1,8610.2,746.4,1114.6,32531.8,-1.388888889,0
MI,Michigan,Midwest,26,66000.0,3960000.0,60,1.55,6138000.0,1505000.0,2009,11210.6,12518.4,14872.2,649.4,1082.2,40332.8,-7.042253521,0
